pl_name,pl_bmasse,pl_rade,pl_orbper,pl_orbsmax,st_mass,st_rad,st_teff,st_met
K2-226 b,2.98,1.53899305,3.27109,0.04095,0.856,0.889,5288.0,-0.05
K2-227 b,3.41,1.66551298,13.621832,,0.950811,0.890666,5673.0,-0.1
2MASS J12073346-3932539 b,1652.7077164,15.69257298,,46.0,0.188001,0.21887,2825.0,
CoRoT-7 c,8.4,2.83,3.698,0.046,0.899,0.864273,5256.0,0.06
eps Tau b,2285.18624633,12.7,585.82,1.878,2.57,12.35,4877.0,0.1
gam1 Leo b,2790.43,12.5,428.5,1.19,1.23,31.88,4330.0,-0.51
K2-229 b,2.55,1.0,0.584216,0.0131,0.87,0.79,5315.0,-0.09
Kepler-752 b,8.3,2.81,18.82747265,0.1353,0.87,0.83,5373.0,-0.08
CoRoT-9 b,266.9772,11.948794,95.272656,0.4021,0.96,0.96,5625.0,-0.01
K2-343 b,3.36,1.65,2.787174,,0.49,0.46,3804.0,-0.1
51 Peg b,193.87532827,14.1,4.2307966,0.052,1.07,1.19,5761.0,0.2058
K2-331 c,7.85,2.72,22.996591,,1.1,1.06,5994.0,0.08
EPIC 212624936 c,5.9,2.3,11.811437,,1.0,0.93,5765.0,-0.39
K2-334 b,27.2,5.65,5.113981,,1.36,1.49,6502.0,0.17
K2-379 b,5.4,2.181,8.777247,,0.856,0.751,4603.0,-0.045
61 Vir d,22.9,5.11,123.01,0.476,0.942,0.963,5577.0,-0.01
K2-202 b,5.91,2.30165603,3.405164,,0.971461,0.910685,5491.0,0.27
K2-343 c,4.74,2.02,7.676972,,0.49,0.46,3804.0,-0.1
K2-342 b,4.78,2.03,11.561052,,1.01,1.09,5920.0,-0.06
Kepler-260 b,4.7,2.01,8.187399,0.075,1.013,0.862,5250.0,0.29
K2-381 d,3.5,1.689,26.803023,,0.754,0.675,4473.0,-0.244
K2-381 b,1.26,1.075,7.9389334,,0.754,0.675,4473.0,-0.244
K2-348 b,10.7,3.26,4.688418,,0.83,0.85,5077.0,0.13
K2-384 d,2.52,1.392,6.679582,,0.33,0.348,3623.0,0.068
81 Cet b,1051.05854195,13.1,1005.57,2.104,1.23,11.21,4734.0,-0.11
K2-352 c,4.35,1.92,8.234885,,0.98,0.95,5791.0,-0.05
K2-384 c,1.82,1.191,4.194766,,0.33,0.348,3623.0,0.068
BD+14 4559 b,330.5432,13.8,268.94,0.78,0.49,0.86,4864.0,0.17
K2-204 b,10.2,3.17214154,7.055908,0.0738,1.076,1.253,5783.0,0.21
Kepler-1736 b,14.3,3.8765856,37.81029892,0.2188,0.976,0.973,6085.0,-0.28
K2-205 b,4.64,1.99552771,26.672263,,0.951027,1.077574,5890.0,-0.26
Kepler-8 b,187.5197,15.871944,3.5224991,0.0474,1.213,1.486,6213.0,-0.055
K2-209 b,0.586,0.86850263,2.080615,,0.74479,0.712365,4720.0,-0.06
Kepler-745 b,5.31,2.16,9.93143556,0.0915,1.04,1.04,5849.0,0.06
K2-211 b,2.33,1.33162691,0.669561,0.01419,0.851,0.818,5117.0,0.134
Kepler-262 c,3.33,1.64,21.853722,0.152,0.816,0.881,5841.0,-0.3382
Kepler-119 b,12.6,3.6,2.422082,0.035,0.918,0.839,5595.0,0.01
K2-394 b,3.51,1.692,5.095717,,0.478,0.631,4938.0,-0.388
CoRoT-19 b,352.78,14.46,3.89713,0.0518,1.21,1.65,6090.0,-0.02
Kepler-748 b,6.9,2.52,7.40742793,0.0745,1.07,1.1,5934.0,0.08
HD 113538 b,114.41,13.2,663.2,1.24,0.585,0.53,4462.0,-0.24
Kepler-112 b,6.17,2.36,8.408878,0.076,0.782,0.841,5544.0,-0.5221
HD 114386 b,464.02947422,13.6,937.70001,1.73,0.6,0.76,4836.0,-0.05
HD 136418 b,680.1562,13.3,464.29999,1.29,1.48,3.78,4989.0,-0.11
GJ 676 A b,1840.86213334,12.8,1051.44521,1.735,0.626,0.69,3734.0,0.23
HAT-P-31 b,721.4741,12.21781,5.00542,0.061,1.31,1.39,6065.0,0.15
HD 11506 b,1551.00262616,12.9,1617.7,2.885,1.22,1.24,6123.0,0.3
HD 11506 c,127.1313628,14.0,223.92,0.771,1.22,1.24,6123.0,0.3
GJ 581 e,2.48,1.38,3.1481,0.02799,0.295,0.302,3500.0,-0.08
HAT-P-35 b,335.62848,14.930388,3.646706,0.04978,1.236,1.435,6096.0,0.11
HD 116029 b,444.962,13.6,670.0,1.65,0.83,4.89,4819.0,0.09
HD 142245 b,975.7381,13.1,1299.0,2.78,3.5,4.63,4922.0,0.17
GJ 876 b,723.2235,13.3,61.1166,0.208317,0.32,0.3,3293.74,0.2129
HD 118203 b,680.15279098,12.778238,6.1349779,0.0713,1.27,2.04,5742.0,0.287
HD 142 b,2256.5816897,12.7,351.43394,1.039,1.21,1.47,6245.0,0.09
GJ 876 d,6.83,2.51,1.93778,0.02080665,0.32,0.3,3293.74,0.2129
HD 125595 b,3531.07360177,,9.6737,0.08,0.29,0.74,4691.0,0.08
GQ Lup b,6356.0,33.6,,100.0,0.7,1.94153,4360.0,-0.35
GJ 876 e,14.6,3.92,124.26,0.3343,0.32,0.3,3293.74,0.2129
HD 100655 b,511.7063,13.5,157.57001,0.68,2.28,10.06,4891.0,0.07
Kepler-744 b,3.26,1.62,12.06222443,0.09735,0.94,0.93,5594.0,0.0
HD 10180 f,23.9,5.24,122.744,0.4929,1.06,1.109,5911.0,0.08
HD 126614 b,107.74382997,12.7,1257.25303,2.249,0.96,1.369794,5568.0,0.56
HD 10180 g,3375.33768234,,604.67,1.427,1.06,1.109,5911.0,0.08
HD 12661 b,772.3269,13.3,262.70862,0.84,1.2,1.2,5645.0,0.36
HAT-P-15 b,616.5902,11.88154,10.8635,0.0965,1.0,1.07,5568.0,0.22
HAT-P-16 b,1341.56043,14.68376472,2.77596727,0.0413,1.218,1.158,6140.0,0.17
Kepler-764 b,3.33,1.64,7.33683936,0.0724,0.92,0.89,5557.0,-0.06
Kepler-123 b,55.3,2.94,17.232366,0.135,1.079,1.264,6089.0,-0.08
HD 104985 b,1766.80811451,12.8,199.68,0.715,1.22,11.12,4738.0,-0.32
HD 104067 b,62.1,9.2,55.851,0.2674,0.82,0.78,4952.0,0.11
HD 13189 b,3480.2385,12.4,471.60001,1.25,2.24,38.41,4175.0,-0.37
HD 106252 b,3178.28407,12.5,1535.0,2.655,1.05,1.05,5874.0,-0.06
HD 132406 b,1887.90073758,12.8,908.0,1.98,0.973,1.34,5766.0,0.1293
HD 108874 c,314.64,13.8,1624.0,2.659,0.95,1.05,5551.0,0.19
HD 10647 b,298.75,13.8,989.2,2.015,1.11,1.1,6218.0,0.0
HD 134060 b,10.1,3.16,3.2696,0.0444,1.095,1.164285,5966.0,0.14
HAT-P-21 b,1547.8321,12.44199,4.12448,0.05037,1.24,1.21,5588.0,0.01
HD 215152 b,565.41673605,,5.75999,0.057638,0.77,0.73,4935.0,-0.1
HD 37124 c,207.22516,14.1,885.5,1.71,0.85,0.949168,5698.64,-0.44
HD 159868 b,704.94694,13.3,1184.1,2.32,1.19,2.13,5534.0,-0.08
HD 187085 b,265.70588,13.9,1019.74,2.1,1.189,1.27,6117.0,0.12
HD 216437 b,1334.8793094,13.0,1359.0,2.57,1.22,1.394,5909.0,0.2
HD 187123 c,912.16752809,13.2,3810.0,4.89,1.04,1.15043,5790.0,0.09
HD 216770 b,181.1631,14.1,118.45,0.46,0.74,0.93,5399.0,0.27
HD 18742 b,1080.622,13.1,766.0,1.82,1.36,5.13,4940.0,-0.04
HD 21693 c,17.37,4.34,53.7357,0.2586,0.8,0.914378,5430.0,0.0
HD 162020 b,3127.4472,12.5,8.4282,0.08,0.42,0.75,4723.0,-0.1
HD 190647 b,630.89255,13.4,1176.45,2.231,1.069,1.376,5656.0,0.23
HD 190984 b,1137.82569706,13.0,4885.0,5.5,0.91,1.53,5988.0,-0.48
HD 192263 b,177.9848,14.2,24.3556,0.15,0.66,0.74,4976.0,0.03
HD 217786 b,4402.55909376,12.3,1301.36009,2.446,1.14,1.27,5966.0,-0.135
HD 217107 c,1388.91013859,12.9,5138.7,5.922,1.045,1.2245,5622.0,0.37
HD 41004 B b,5838.29,12.1,1.3283,,0.4,1.04137,5036.0,
HD 163607 c,699.54383,13.3,1272.0,2.39,1.12,1.76,5522.0,0.21
HD 192310 c,24.0,5.25,525.8,1.18,0.8,0.857922,5166.0,-0.04
HD 4208 b,257.4423,13.9,832.97,1.662,0.883,0.846,5717.0,-0.28
HD 164922 b,116.0,13.3,1207.0,2.16,0.926,0.946,5390.0,0.18
HD 197037 b,251.0,13.9,1035.7,2.07,1.11,1.105,6150.0,-0.2
HD 4308 b,15.8915,4.12,15.56,0.12,0.93,1.02,5686.0,-0.35
Kepler-272 c,97.8,1.79,6.057342,0.061,0.91,0.929,5297.0,0.04
HD 4313 b,612.45841,13.4,356.21,1.157,1.63,5.14,4943.0,0.14
HD 168746 b,85.8141,11.1,6.404,0.07,1.07,1.09,5570.0,-0.08
HD 148156 b,270.144,13.9,1027.0,2.45,1.22,1.21,6308.0,0.29
HD 17092 b,3219.6179,12.5,359.89999,1.31,6.73,13.58,4326.0,0.18
HD 27894 b,196.73578393,14.1,18.01939,0.125,0.81,0.891767,4875.0,0.3
HD 28254 b,1207.7479466,13.0,1333.0,2.45,1.1,1.48,5664.0,0.06
HD 148427 b,381.3940884,13.7,331.9,1.11,1.64,3.86,5025.0,0.154
HD 171028 b,832.7146,13.2,550.0,1.32,1.53,2.47,5671.0,-0.48
HD 204313 c,17.16273398,4.31,34.95875,0.211,1.03,1.1,5767.0,0.18
HD 30177 b,2622.08435775,12.6,2539.0,3.49,0.98,1.019,5680.0,0.43
HD 290327 b,772.3269,13.3,2443.0,3.43,0.84,0.95,5505.0,-0.14
HD 152581 b,594.02427,13.4,686.5,1.66,1.3,5.14,5027.0,-0.46
HD 177830 b,537.1327,13.5,410.10001,1.14,1.7,3.26,4901.0,0.42
HD 20794 b,2.7,1.45,18.314,0.1257,0.79,0.93,5368.0,-0.42
HD 31253 b,197.0546,14.1,466.0,1.26,1.7,1.75,6130.0,0.17
HD 178911 B b,2552.1749,12.6,71.484,0.34,1.24,1.08,5588.0,0.24
HD 155358 b,314.6517,13.8,194.3,0.63,1.15,1.38,5905.0,-0.6
HD 154857 b,778.6835,13.3,408.60001,1.29,1.96,2.3,5589.0,-0.22
HD 155358 c,261.0,13.9,391.9,1.02,0.92,1.38,5900.0,-0.51
HD 210702 b,481.5100366,13.6,355.5,1.079,1.33,4.54,4912.0,-0.02
HD 3651 b,72.46524,10.1,62.25,0.295,0.799,0.871954,5221.0,0.1453
HD 156668 b,4.15,1.87,4.6455,0.05,0.772,0.72,4850.0,0.05
HD 156411 b,235.18,14.0,842.2,1.88,1.25,2.16,5900.0,-0.12
HD 183263 b,1103.1824007,13.1,624.87404,1.46,1.06,1.23,5948.0,0.2776
HD 63454 b,79.4575,12.31,2.81805,0.04,0.42,0.77,4812.0,0.1
HD 89307 b,642.01338214,13.4,2166.0,3.27,1.27,1.1,5955.0,-0.13
rho CrB b,347.995,13.7,39.849,0.2245,1.0,1.3617,5817.0,-0.2
HD 66428 b,3478.94974302,12.4,2269.81726,3.395,1.01,1.13,5716.0,0.23
HD 93083 b,143.34061156,14.3,144.72,0.508,0.836,0.837,5033.8,0.13
HD 69830 b,10.2,3.17,8.667,0.0785,0.86,0.886947,5385.0,-0.05
TrES-3 b,607.03,14.975,1.30618581,0.02282,0.928,0.829,5650.0,-0.19
WASP-50 b,466.828704,13.069694,1.9551,0.0293,0.892,0.843,5400.0,-0.12
HD 69830 d,18.1,4.45,197.0,0.63,0.86,0.886947,5385.0,-0.05
HD 96127 b,1207.7479466,13.0,638.9,1.41,0.91,35.0,3943.0,-0.24
HD 70573 b,1900.0,12.8,851.8,1.76,1.0,0.976919,5737.0,-0.18
HD 97658 b,8.3,2.12,9.4897116,0.0805,0.85,0.728,5212.0,-0.23
V0391 Peg b,1017.056,13.1,1170.0,1.7,0.5,0.23,29300.0,
WASP-8 b,807.2882,12.66617,8.15872,0.0801,1.34,1.03,5600.0,0.17
WASP-10 b,1001.12,12.106,3.0927616,0.03781,0.75,0.698,4675.0,0.03
XO-2 N b,199.91507,11.130537,2.61585906,0.03666,0.96,0.998,5290.0,0.37
HD 74156 b,532.36258173,13.5,51.63564,0.28,1.1,1.510576,6068.0,0.131
HD 99706 b,390.9309,13.7,841.0,1.98,1.46,5.52,4862.0,0.14
HIP 12961 b,114.4188,13.2,57.435,0.25,0.69,0.65,3901.0,-0.14
HD 45184 b,12.19,3.52,5.8854,0.0644,1.03,1.075139,5869.0,0.04
WASP-16 b,394.1092,13.67498,3.1186,0.0415,1.78,1.14,5700.0,0.01
HD 45364 b,60.16491745,9.03,225.79,0.6793,0.82,0.89,5466.0,-0.17
HD 75898 b,810.46243785,13.2,422.82,1.2025,1.295,1.55,6122.0,0.29
HD 7924 b,2058.25676373,,5.39792,0.06,0.65,0.78,5131.0,-0.21
Kepler-746 b,1.41,1.11,3.48159251,0.0435,0.91,0.93,5418.0,0.09
HD 79498 b,425.8922,13.6,1807.0,2.98,1.08,1.05,5748.0,0.18
HD 48265 b,2351.9302118,12.6,778.51,1.814,1.312,1.901,5733.0,0.3
HD 49674 b,31.783,6.2,4.94737,0.06,1.03,1.02,5602.0,0.32
HIP 57274 c,130.0,14.2,32.03,0.178,0.73,0.68,4640.0,0.09
HD 52265 b,384.5743,13.7,119.27,0.52,1.204,1.32,6136.0,0.21
HR 8799 e,3178.3,13.11453,20815.6,16.4,1.51,1.49338,7400.0,-0.5
HD 5891 b,2425.0429,12.6,177.11,0.64,1.93,10.64,4673.0,-0.37
HD 85390 b,31.46517,6.16,799.52,1.373,0.758,0.8,5186.0,-0.07
xi Aql b,616.90493799,13.4,136.97,0.625,1.74,10.86,4841.0,-0.11
WASP-35 b,225.6593,14.5717,3.16158,0.04317,1.05,1.08,5990.0,-0.15
TOI-1408 b,593.0,25.0,4.42587,0.05778,1.312,1.53,6117.0,0.25
TOI-2524 b,203.41018048,11.2089807,7.18585,0.073,1.007,1.119,5831.0,0.06
HD 219415 b,317.83,13.8,2093.3,3.2,1.0,2.9,4820.0,-0.04
WD 0806-661 b,2224.798849,12.10569916,,2500.0,0.605,,10393.0,
WASP-99 b,772.3269,11.43318,5.75251,0.0717,1.21,1.64,6150.0,0.21
HD 32963 b,657.90480249,13.4,2372.0,3.41,0.94,1.111044,5727.0,0.11
K2-133 b,2.36,1.34,3.07133,0.03194,0.461,0.455,3655.0,
HATS-53 b,189.10885,15.02006,3.8537768,0.04753,0.964,1.101,5644.0,
Kepler-286 b,2.07,1.24,1.796302,0.027,0.83,0.863,5580.0,-0.25
TOI-283 b,6.54,2.34,17.61745,0.123,0.8,0.85,5213.0,-0.09
Kepler-69 b,5.65,2.24,13.722341,0.094,0.81,0.93,5638.0,-0.29
TOI-2525 b,26.69758619,8.67575106,23.2856,0.1511,0.849,0.785,5096.0,0.14
HD 169830 b,804.42369812,13.2,225.67372,0.765,1.17,1.935709,6300.0,0.21
HD 192699 b,666.17168,13.4,340.94,1.063,1.38,4.41,5041.0,-0.15
Pr0211 b,597.5204,13.4,2.1461,0.03176,0.935,0.827,5300.0,0.18
HATS-3 b,340.382,15.48,3.547851,0.0485,1.209,1.404,6351.0,-0.157
HD 33844 c,556.2025,13.5,916.0,2.24,1.78,5.29,4861.0,0.27
HATS-29 b,207.54299,14.022459,4.6058749,0.05475,1.032,1.073,5670.0,0.16
K2-138 b,3.1,1.51,2.35309,0.03385,0.935,0.863,5356.3,0.14
gam Lib c,1662.56039702,12.8,966.49,2.318,1.78,12.38,4879.0,-0.27
TOI-406.01,6.57,2.08,13.175682,0.0809,0.408,0.41,3392.0,-0.02
Kepler-282 d,61.0,2.46,24.806,0.15837,0.97,0.89,5656.0,-0.2
TOI-663 b,4.45,2.27,2.598902,0.0295,0.514,0.512,3681.0,0.07
Kepler-283 b,5.18,2.13,11.008151,0.082,0.596,0.566,4351.0,-0.17
HD 195019 b,1264.9634,13.0,18.20132,0.14,1.21,1.48,5751.0,0.05
BD-06 1339 c,53.0,8.38,125.94,0.435,0.7,0.686355,4324.0,-0.14
CoRoT-25 b,85.81,12.11,4.86069,0.0578,1.09,1.19,6040.0,-0.01
HD 564 b,104.88,12.5,492.3,1.2,0.961,1.01,5902.0,-0.2
HATS-45 b,222.481,14.414774,4.1876244,0.05511,1.272,1.315,6450.0,0.02
Kepler-421 b,16.1,4.16,704.1984,1.219,0.794,0.757,5308.0,-0.25
TOI-663 d,5.2,1.92,7.1027268,0.0576,0.514,0.512,3681.0,0.07
TOI-1443 b,30.0,2.30381001,23.540678,0.147,0.7663,0.7511,5224.0,-0.294
HAT-P-41 b,378.2177,22.97845,2.69405,0.04258,2.56,2.05,6390.0,0.21
HD 5608 b,371.22357938,13.7,768.7,1.79,1.29,5.43,4807.0,0.04
HD 13908 b,274.91,13.9,19.382,0.154,1.29,1.67,6255.0,0.01
HD 108341 b,715.11391575,13.3,1129.0,2.0,0.843,0.79,5122.0,0.04
KELT-12 b,301.9385,19.95202,5.031623,0.06708,1.591,2.37,6279.0,0.19
HD 34445 f,37.9,6.88,676.8,1.543,1.07,1.38,5836.0,0.14
HD 34445 e,16.8,4.26,49.175,0.2687,1.07,1.38,5836.0,0.14
KELT-19 A b,1293.5681,21.40919,4.6117093,0.0637,1.62,1.83,7500.0,-0.12
KOI-1257 b,460.83,10.54,86.647661,0.382,0.99,1.13,5520.0,0.27
TOI-1226 b,6.39,2.4101112,3.92880881576,,1.01,0.986943,5434.91,0.129
K2-219 d,7.16,2.57634456,11.137278,,1.021545,1.189232,5753.0,0.13
HD 216435 b,400.4,13.7,1311.0,2.56,1.3,1.800029,5999.0,0.244
HD 23079 b,845.42356262,13.2,735.74,1.6,1.16,1.08,5994.0,-0.129
BD+49 828 b,508.5,13.5,2590.0,4.2,1.52,7.6,4943.0,-0.19
HD 20794 e,4.77,2.03,147.02,0.509,0.813,0.93,5401.0,-0.4
K2-239 b,1.37,1.1,5.24,0.0441,0.4,0.36,3420.0,-0.1
TOI-880.02,5.43,2.19,2.57571,0.0349,0.87,0.83,5050.0,0.23
TOI-1232 b,220.57291446,10.92875618,14.256,0.117,1.058,1.072,5823.0,0.18
WASP-71 b,441.7837,13.22662,2.90367,0.046,0.76,1.82,6050.0,0.15
HD 159243 c,603.9,13.4,248.4,0.8,1.125,1.12,6123.0,0.05
HIP 91258 b,346.4347,13.7,5.0505,0.06,0.97,0.89,5519.0,0.23
HIP 109384 b,495.8148,13.5,499.48,1.134,0.78,0.831075,5180.0,-0.26
HD 27894 c,51.48846,8.24,36.07,0.198,0.8,0.891767,4875.0,0.3
K2-239 d,1.37,1.1,10.115,0.0685,0.4,0.36,3420.0,-0.1
Kepler-778 b,3.46,1.68,3.75574426,0.0453,0.81,0.77,5102.0,-0.09
TOI-1244 b,6.6,2.467,6.400316483,0.060694,0.73,0.721,4599.0,0.034
TOI-1466 b,6.65,2.46741991,1.87190602231,,0.66,0.749646,4435.39,
K2-157 b,1.14,0.935,0.3652575,0.00962,0.89,0.86,5334.0,0.02
HD 33564 b,2892.1,12.5,388.0,1.1,1.25,1.4367,6250.0,-0.12
WASP-55 b,186.2474465,14.72860064,4.465631,0.0558,1.071,1.09,6096.0,-0.03
ROXs 12 b,5085.0,12.2,,210.0,0.87,1.06627,3850.0,0.14
bet UMi b,1938.7,12.7,522.3,1.4,1.4,38.3,4126.0,-0.27
HD 216536 b,333.7215,13.8,148.60001,0.61,0.81,9.83,4639.0,-0.17
HIP 65407 b,136.03124,14.3,28.125,0.177,0.93,0.952252,5460.0,0.25
HD 12484 b,947.1334,13.2,58.83,0.297,1.01,1.001848,5920.0,0.05
NGTS-1 b,258.07796,14.90797,2.647298,0.0326,0.617,0.573,3916.0,0.0
K2-148 b,2.33,1.33,4.38395,0.0454,0.65,0.632,4079.0,-0.11
K2-158 b,7.46,2.64,10.06049,0.0887,0.92,0.95,5503.0,0.07
HD 86081 b,470.3884,13.6,2.1378431,0.0346,1.21,1.46,5939.0,0.22
HD 45652 b,137.62039,14.3,44.073,0.237,0.92,0.94,5294.0,0.26
WASP-62 b,165.2716,14.79588,4.41195,0.0571,1.11,1.23,6230.0,0.04
HIP 65426 b,2860.47,16.8135,,92.0,1.96,1.77,8840.0,
K2-148 d,3.33,1.64,9.7579,0.0774,0.65,0.632,4079.0,-0.11
GJ 1265 b,7.4,2.63,3.6511,0.026,0.178,0.192,3236.0,-0.04
HD 6061 b,10.0,2.42763557,5.2549,0.06,1.0269,1.0072,5934.0,-0.05
FU Tau b,5085.28,12.2,,800.0,0.05,,2838.0,
Kepler-19 c,13.1,3.68,28.731,0.1765736996,0.936,0.859,5544.0,-0.08
Kepler-25 d,71.9,10.0,122.4,0.4164221832,1.165,1.316,6354.0,0.11
HIP 8541 b,2451.7283316,12.6,1852.14387,3.729,2.009,6.84,4672.0,-0.19
K2-113 b,410.0007,12.14,5.817685,0.0642,1.04,1.24,5660.0,0.27
K2-152 b,5.86,2.29,32.6479,0.1716,0.63,0.61,4044.0,0.12
K2-243 c,4.7,2.01,24.94598,0.1817,1.29,1.39,6570.0,-0.03
HD 13167 b,1052.0173,13.1,2613.0,4.1,1.35,2.39,5671.0,0.19
TOI-929 b,7.7,2.68983343,5.83015366944,,0.7,0.717414,4457.16,
K2-162 b,2.67,1.44,9.45889,0.0795,0.75,0.69,4842.0,-0.17
K2-161 b,31.1,6.11721229,9.283188,,0.986876,2.568173,4972.0,-0.03
KELT-3 b,616.5902,17.48604,2.70339,0.04123,1.96,1.7,6304.0,0.05
Kepler-97 c,344.0,,789.0,,0.94,0.98,5779.0,-0.2
KELT-14 b,408.09372,19.537287,1.7100566,0.03005,1.239,1.52,5720.0,0.32
tau Cet h,1.83,1.19,49.41,0.243,0.783,0.83,5310.0,-0.52
K2-154 c,4.94,2.07,7.95486,0.0677,0.65,0.63,4097.0,0.21
K2-246 b,12.0,3.49,5.76918,0.0602,0.87,0.94,5610.0,-0.19
TOI-969 b,9.1,2.765,1.8237305,0.02636,0.734,0.671,4435.0,0.175
TOI-1291 b,27.1,5.63826391,7.1620097551,,1.2,1.8109,6139.95,
HD 220689 b,381.3940884,13.7,2266.4,3.396,1.016,1.068,5921.0,-0.07
GJ 163 b,10.6,3.25,8.63182,0.0607,0.4,0.409738,3500.0,0.1
WASP-104 b,404.263,12.745,1.7554137,0.02918,1.076,0.963,5475.0,0.32
HAT-P-53 b,471.65972,14.773462,1.9616241,0.03159,1.093,1.209,5956.0,0.0
HD 111591 b,1398.452,12.9,1056.4,2.5,1.94,8.03,4884.0,0.07
K2-155 b,3.89,1.8,6.342,0.0562,0.65,0.58,4258.0,-0.3
HD 180053 b,697.31902,13.3,213.72,0.843,1.75,4.06,5131.0,0.25
TOI-1669 c,13.0,2.2963977,2.6800535,0.0376,0.9867,1.0561,5497.0,0.274
K2-165 d,7.5,2.64809498,14.101361,,0.834847,0.803827,5185.0,-0.05
DENIS-P J082303.1-491201 b,9057.77,11.9,246.36,0.36,0.075,,,
NGC 2682 YBP 1514 b,127.132,14.0,5.118,,0.96,0.89,5725.0,0.03
HD 14067 b,4862.7746271,12.2,2744.0,5.15,2.4,12.4,4815.0,-0.1
K2-30 b,184.02357,11.646151,4.098503,0.04839,0.9,0.844,5425.0,-0.15
YZ Cet d,1.09,1.03,4.65626,0.02851,0.142,0.157,3151.0,-0.18
Kepler-90 i,2.3,1.32,14.44912,0.1201380843,1.12,1.29,6015.0,0.098
HD 75784 c,1792.5612,12.8,7900.0,8.4,1.26,3.4,4867.0,0.25
WASP-56 b,143.0235,10.53646,4.6171,0.05614,0.71,0.96,5600.0,0.12
GJ 667 C g,4.6,1.99,256.2,0.549,0.33,,3350.0,-0.55
WASP-135 b,603.877,14.5717,1.4013794,0.0243,0.98,0.96,5675.0,0.02
CoRoT-32 b,47.6745,6.38913,6.71837,0.071,1.08,0.79,5970.0,0.0
TOI-1054.01,6.5,2.43432,15.5077855,,1.14,1.17,6122.0,
Kepler-504 b,3.15,1.59,9.549275422,0.0646,0.33,0.33,3519.0,-0.31
TOI-1691 b,14.6,3.66,16.736888935,0.129365,1.03,1.0,5759.0,0.052
K2-221 b,3.46,1.67890272,2.399094,,1.010842,0.947599,5716.0,0.13
GJ 504 b,1271.3,12.10569916,,43.5,1.22,1.26,6234.0,0.28
WASP-68 b,343.2564,14.79588,5.0843,0.06206,1.49,1.79,5910.0,0.22
psi1 Dra B b,486.2799,13.5,3117.0,4.43,1.19,1.255735,6212.0,0.01
K2-118 b,6.99,2.54,50.92092,0.245,0.756446,0.734626,4726.29,0.129
GJ 3942 b,7.14,2.57,6.905,0.0608,0.63,0.61,3867.0,-0.04
Kepler-1654 b,158.915,9.180171,1047.8356,2.026,1.011,1.179,5597.0,-0.088
TOI-1695 b,6.36,1.9,3.1342791,0.033548,0.513,0.515,3690.0,0.0
Kepler-750 b,9.64,3.07,9.42887179,0.08742,1.15,1.23,6160.0,0.03
WASP-78 b,352.7913,21.63337,2.17518,0.03488,1.87,2.46,6100.0,-0.35
HD 66141 b,1906.9,12.8,480.5,1.2,1.1,21.4,4323.0,-0.323
HD 203030 b,3496.112477,14.4595851,,487.1,0.94,0.856458,5603.0,0.3
WASP-88 b,133.4886,16.36514,4.954,0.06431,0.94,1.8,6430.0,-0.08
KIC 10001893 c,,,0.32528,,0.47,0.18,27500.0,-0.093
Wolf 1061 d,7.7,2.69,217.21,0.47,0.294,0.307,3342.0,-0.09
K2-130 b,2.1,1.25,2.49412,0.032,0.69563,0.744261,4356.47,-0.24
K2-129 b,1.12,1.04,8.239493,0.057,0.360031,0.36001,3459.09,
HD 147379 b,21.6,4.94,86.58,0.3193,0.58,0.628304,4090.0,0.16
HATS-42 b,597.5204,15.6926,2.292102,0.03689,1.273,1.48,6060.0,0.22
WASP-144 b,139.8452,9.52765,2.2783152,0.0316,0.81,0.81,5200.0,0.18
TOI-128.01,5.56,2.21898,4.9404681,0.05381019,0.851969,1.13,6086.0,
HD 83443 c,476.7426105,13.6,8241.0,8.0,1.0,0.94,5442.0,0.34
TOI-1347 c,6.4,1.6,4.841962,0.0546,0.913,0.83,5464.0,0.04
HD 108147 b,82.95,10.9,10.8985,0.102,1.22,1.20664,6255.73,0.1803
CHXR 73 b,3994.486,12.3,,210.0,0.35,,3099.0,
KIC 8540376 b,15.8,4.1,31.8099,,1.04,1.26,6474.0,-0.16
HATS-51 b,244.09344,15.80469,3.3488702,0.04639,1.187,1.44,5758.0,
K2-233 b,2.4,1.315,2.467583,0.03293,0.79,0.71,4796.0,-0.082
Kepler-814 b,5.14,2.12,6.1469851,0.0695,1.15,1.22,6162.0,0.01
TOI-209 b,6.32,2.3947209,4.37943587445,,0.81,0.742779,4806.66,
HD 18599 b,24.1,2.6,4.1374354,0.048,0.863,0.767,5145.0,0.0
Kepler-127 c,7.56,2.66,29.393195,0.2,1.248,1.359,6106.0,0.2142
HIP 55507 b,2585.53409095,12.6,5138.43727,5.062,0.65,0.723643,4171.0,
NGC 2682 Sand 1429 b,572.0911326,13.4,77.48,0.384,1.26,2.13,6000.0,-0.013
Kepler-955 b,9.96,3.13,14.53244172,0.1083,0.89,0.84,5350.0,0.02
Kepler-962 b,4.54,1.97,12.05707239,0.09874,0.93,0.86,5478.0,0.01
TOI-5678 b,20.0,4.91,47.73022,0.249,0.905,0.938,5485.0,0.0
HD 155918 c,1878.04805696,12.8,17202.19446,13.183,1.03,1.01906,5771.84,-0.6616
TOI-6034 b,254.0,11.92,2.576184,0.02949,0.514,0.489,3635.0,-0.09
HD 101581 b,0.827,0.956,4.46569,0.046,0.653,0.63,4675.0,-0.343
