pl_name,pl_bmasse,pl_rade,pl_orbper,pl_orbsmax,st_mass,st_rad,st_teff,st_met,pl_masse,log_mass,log_radius,log_period,mass_radius_ratio
Kepler-1503 b,5.77,2.27,96.16987,0.3771,0.77,0.74,5069.0,-0.19,5.77,0.7611758131557314,0.35602585719312274,1.983039028978193,2.541850220264317
Kepler-1781 b,6.26,2.38091029,4.88752985,0.0574,1.053,0.957,5568.0,0.44,6.26,0.7965743332104297,0.3767430319895262,0.6890894228132731,2.6292464803451288
Kepler-57 c,6.86,2.196,11.6,0.09588,0.859,0.826,5187.9,0.1166,6.86,0.8363241157067517,0.34163233577805435,1.0644579892269184,3.1238615664845173
Kepler-1124 b,2.18,1.28,2.852348975,0.0305,0.35,0.34,3658.0,-0.59,2.18,0.33845649360460484,0.10720996964786837,0.45520265885344346,1.703125
Kepler-1581 b,0.437,0.8,6.28385491,0.06865,1.12,1.23,6022.0,0.07,0.437,-0.3595185630295782,-0.09691001300805639,0.7982261489150675,0.54625
K2-136 c,18.1,3.0,17.30723,0.1185,0.742,0.677,4500.0,-0.02,18.1,1.2576785748691846,0.47712125471966244,1.238227565161431,6.033333333333334
HD 39091 b,4481.3805387,12.3,2088.8,3.28,1.07,1.17,5998.0,0.09,4481.3805387,3.6514118238149726,1.089905111439398,3.319896858814888,364.33988119512196
LHS 1815 b,1.58,1.088,3.814334,0.0404,0.502,0.501,3643.0,-0.12,1.58,0.19865708695442263,0.03662889536216113,0.5814187191258151,1.4522058823529411
Kepler-464 b,10.9,3.3,7.256965224,0.07931,1.21,1.59,5933.0,0.19,10.9,1.0374264979406236,0.5185139398778874,0.860755041910109,3.303030303030303
Kepler-1580 b,5.1,2.11,56.6449279,0.33571,1.47,2.15,6228.0,0.12,5.1,0.7075701760979364,0.3242824552976926,1.7531610283448775,2.4170616113744074
Kepler-198 d,2.96,1.53,1.31184443,0.02342,0.97,0.93,5636.0,0.04,2.96,0.4712917110589386,0.1846914308175988,0.11788233565053415,1.934640522875817
55 Cnc b,263.9785,13.9,14.651552,0.118,1.015,0.98,5198.0,0.39,263.9785,2.4215685567501537,1.1430148002540952,1.165883630788136,18.991258992805754
55 Cnc c,54.4738,8.51,44.3936,0.247,1.015,0.98,5198.0,0.39,54.4738,1.7361876719771556,0.9299295600845878,1.6473203645960015,6.401151586368978
55 Cnc d,1232.493,13.0,4799.0,5.6,1.015,0.98,5198.0,0.39,1232.493,3.090784461361027,1.1139433523068367,3.681150749932421,94.80715384615384
GJ 436 b,22.1,4.17,2.64388312,0.0291,0.47,0.455,3586.11,0.0991,22.1,1.3443922736851108,0.6201360549737575,0.4222422520764516,5.299760191846524
HD 50554 b,1859.29618095,12.8,1240.0,2.339,1.1,1.02,6050.0,0.02,1859.29618095,3.269348577241773,1.1072099696478683,3.093421685162235,145.25751413671875
HAT-P-12 b,67.059,10.749,3.2130598,0.0384,0.733,0.701,4650.0,-0.29,67.059,1.8264570728369105,1.031368062885773,0.506918808517076,6.23862684900921
HAT-P-13 b,270.462,14.258,2.91625,0.04383,1.32,1.756,5653.0,0.46,270.462,2.4321062552111283,1.154058610376971,0.464824751801809,18.969140131855802
HAT-P-13 c,4538.421,12.3,446.27,1.258,1.32,1.756,5653.0,0.46,4538.421,3.656904780111339,1.089905111439398,2.6495976928625513,368.97731707317075
TOI-3053 b,270.15414595,13.56286665,2.9919987,0.039,0.96,0.97,5378.0,0.2,270.15414595,2.4316116368738854,1.1323514917949609,0.475961400494914,19.91866121827571
HD 50554 c,5.3,1.31,5.969362,0.0652,1.04,1.146,5968.0,-0.02,5.3,0.724275869600789,0.11727129565576427,0.7759279166091095,4.045801526717557
HD 50554 d,10.4,1.41,28.0694,0.1831,1.04,1.146,5968.0,-0.02,10.4,1.0170333392987803,0.14921911265537988,1.4482331294326538,7.375886524822696
55 Cnc e,7.99,1.875,0.7365474,0.01544,0.905,0.943,5172.0,0.35,7.99,0.9025467793139914,0.27300127206373764,-0.13279929920011027,4.261333333333334
55 Cnc f,44.812,7.59,260.58,0.802,1.015,0.98,5198.0,0.39,44.812,1.6513943273002463,0.8802417758954804,2.4159410797458727,5.904084321475626
GJ 1214 b,8.41,2.733,1.580404531,0.01505,0.182,0.2162,3101.0,0.24,8.41,0.9247959957979122,0.4366396316926607,0.1987682661280347,3.0772045371386754
HAT-P-14 b,1093.3352,15.91678,4.62767,0.0596,2.65,1.82,6600.0,0.11,1093.3352,3.0387533304697674,1.2018552135477079,0.6653623817643936,68.69072764717487
HAT-P-17 b,184.3414,11.76945,10.33852,0.0892,0.99,0.87,5246.0,0.0,184.3414,2.2656228814611747,1.0707561682345896,1.014458372235918,15.662703015009196
HAT-P-17 c,1080.6,13.1,5584.0,5.6,0.92,0.838682,5336.96,0.0512,1080.6,3.033664963203177,1.1172712956557642,3.7469454096151047,82.4885496183206
HAT-P-18 b,55.5246227,10.70457657,5.5080291,0.0559,0.77,0.717,4870.0,0.1,55.5246227,1.7444856161198408,1.029569493027051,0.7409962260540289,5.186998508246459
HAT-P-1 b,166.86075,14.784671,4.46529976,0.05561,1.151,1.174,5980.0,0.13,166.86075,2.222354191304194,1.1698116647110166,0.6498506188223486,11.286064465012444
HAT-P-26 b,22.2481,7.06167,4.23452,0.04748,1.12,0.87,5079.0,-0.04,22.2481,1.347292927912494,0.8489074186182332,0.6268041884174136,3.150543709915643
HAT-P-30 b,263.7989,16.14096,2.8106,0.0419,1.55,1.31,6304.0,0.13,263.7989,2.421272980274311,1.2079293612599011,0.4487990419241283,16.3434454951874
HAT-P-32 b,216.1244,22.19382,2.1500082,0.03397,1.132,1.367,6001.0,-0.16,216.1244,2.3347038006044736,1.3462320594261825,0.33244011629140086,9.738044194284717
HD 149026 b,120.7754,8.29466,2.87589,0.04364,1.42,1.41,6179.0,0.32,120.7754,2.0819784845150475,0.9187985888956276,0.45877227068628956,14.560620929610135
HD 189733 b,359.1479,12.66617,2.21857567,0.03126,0.79,0.75,5052.0,-0.02,359.1479,2.555273331381657,1.102645312648071,0.34607424599059544,28.35489338924079
HD 209458 b,232.0159,15.58051,3.52474859,0.04707,1.23,1.19,6091.0,0.01,232.0159,2.3655177480186933,1.1925816694187465,0.5471281454778968,14.891418830320701
HD 80606 b,1323.46926959,11.56766808,111.436765,0.4603,1.05,1.05,5565.0,0.35,1323.46926959,3.1217138616158837,1.0632458185835356,2.047028496066289,114.4110688893487
HD 86226 b,143.0235,14.3,1628.0,2.73,1.019,1.053,5863.0,0.018,143.0235,2.155407401673581,1.1553360374650619,3.2116544005531824,10.001643356643356
TrES-4 b,247.9074,18.04649,3.55395,0.05084,1.08,1.66,6200.0,0.14,247.9074,2.3942894905887178,1.2563927451965011,0.5507113134870528,13.737153319011066
WASP-12 b,467.2101,22.02564708,1.091418901,0.0234,1.325,1.69,6265.0,0.12,467.2101,2.6695122226464134,1.3429286761826231,0.03799147054747948,21.21209416926697
WASP-15 b,171.6282,15.80469,3.7521,0.05165,1.18,1.48,6300.0,-0.17,171.6282,2.2345886477212056,1.1987859818200313,0.5742744045656223,10.859320872475195
WASP-17 b,247.9074,20.96083,3.73543,0.0515,2.28,1.49,6550.0,-0.25,247.9074,2.3942894905887178,1.3214084757011504,0.5723406023704906,11.827174782677975
WASP-18 b,3241.8497514,13.89913607,0.94145223,0.02024,1.294,1.319,6432.0,0.107,3241.8497514,3.51079288292151,1.1429878066071755,-0.02620171151957531,233.24109750945118
WASP-19 b,366.77398168,15.86070769,0.78883852,0.01652,0.965,1.006,5616.0,0.04,366.77398168,2.5643985199816735,1.2003225612290662,-0.10301189039064543,23.124692091213998
WASP-25 b,179.25522155,13.80946422,3.7648337,0.0473,0.962,0.884,5697.0,-0.2,179.25522155,2.2534718151477806,1.140176829135377,0.5757457973315572,12.980606538694516
WASP-39 b,89.31023,14.336311,4.0552941,0.04828,0.913,0.939,5485.0,0.01,89.31023,1.9509012078033172,1.1564374136433053,0.6080223558037746,6.229652105063848
WASP-43 b,565.714,10.424,0.813475,0.0142,0.58,0.6,4400.0,-0.05,565.714,2.7525969265705528,1.0180344027045283,-0.0896557894129024,54.27033768227169
WASP-6 b,148.42586607,12.5428494,3.3610026,0.04217,0.854,0.79,5438.0,-0.15,148.42586607,2.171509591728631,1.0983962077965361,0.5264688484305653,11.833504599839971
GJ 3470 b,13.9,4.57,3.3366496,0.0355,0.539,0.547,3600.0,0.2,13.9,1.1430148002540952,0.6599162000698503,0.5233106013875942,3.0415754923413565
WASP-47 b,374.0,12.86,4.159151,0.052,1.058,1.156,5565.0,0.43,374.0,2.5728716022004803,1.1092409685882032,0.6190046879235592,29.082426127527217
WASP-63 b,117.5971,15.80469,4.37808,0.0574,1.28,1.86,5550.0,0.08,117.5971,2.0703966119652324,1.1987859818200313,0.6412836931024287,7.440645782992263
WASP-52 b,146.2,14.24,1.7497798,0.0272,0.87,0.79,5000.0,0.03,146.2,2.1649473726218416,1.1535099893008376,0.2429833985937136,10.266853932584269
WASP-77 A b,529.31142902,13.56,1.360029395,0.023233633,0.903,0.91,5617.0,-0.1,529.31142902,2.7237112714836766,1.1322596895310446,0.13354829509693414,39.0347661519174
WASP-80 b,170.99254,11.197791,3.06785234,0.0344,0.577,0.586,4143.0,-0.13,170.99254,2.2329771635646263,1.0491323573906337,0.48683445258253133,15.270202846257801
WASP-103 b,473.547,17.127,0.925542,0.01985,1.22,1.436,6110.0,0.06,473.547,2.675363089627927,1.2336812977263454,-0.033603868694577335,27.649150464179368
WASP-96 b,152.55,13.45,3.4252602,0.0453,1.06,1.05,5540.0,0.14,152.55,2.183412211978426,1.1287222843384268,0.5346935682757227,11.34200743494424
WASP-94 A b,158.915,17.71022,3.95019,0.055,1.67,1.48,6170.0,0.26,158.915,2.201164892234256,1.248223956119074,0.5966179852383753,8.973067528240756
WASP-94 B b,196.411,14.1,2.00839,0.0335,1.24,1.35,6040.0,0.23,196.411,2.2931658067988114,1.14921911265538,0.3028480503065559,13.92985815602837
WASP-69 b,82.58,11.21,3.86813881,0.0453,0.83,0.801,4792.0,0.35,82.58,1.9168748785386833,1.049605612594973,0.5875020505545402,7.366636931311328
WASP-84 b,220.0,10.72,8.52349648,0.0778,0.853,0.768,5280.0,0.0,220.0,2.342422680822206,1.0301947853567512,0.9306177861364311,20.52238805970149
WASP-20 b,98.841,15.46839337,4.89964477,0.05999,1.2,1.242,5940.0,-0.008,98.841,1.9949371306220385,1.1894452078959896,0.6901645943098994,6.389868529701091
HATS-6 b,101.38777,11.186582,3.3252725,0.03623,0.574,0.57,3724.0,0.2,101.38777,2.0059855709554184,1.0486974104520226,0.521827240735995,9.063337666500814
KELT-7 b,441.7837,17.9344,2.73477,0.04415,1.76,1.81,6768.0,0.0,441.7837,2.6452096881523324,1.2536868518205762,0.4369208071114585,24.633313631902936
K2-18 b,8.92,2.37,32.939623,0.1429,0.359,0.411,3457.0,0.12,8.92,0.9503648543761231,0.37474834601010387,1.5177186242825325,3.763713080168776
KELT-8 b,209.7678,18.15858,3.24406,0.0455,0.81,1.46,5754.0,0.27,209.7678,2.321738823440106,1.2590818837072824,0.5110888780384835,11.551993603024025
K2-22 b,444.962,2.3,0.381073,0.009,0.595292,0.58,3879.0,0.032,444.962,2.648322923576475,0.36172783601759284,-0.4189918210163619,193.46173913043478
WASP-47 d,15.5,3.65,9.030501,0.085,1.058,1.156,5565.0,0.43,15.5,1.1903316981702914,0.5622928644564748,0.9557118450532353,4.2465753424657535
WASP-47 e,9.0,1.83,0.78961,0.01673,1.058,1.156,5565.0,0.43,9.0,0.9542425094393249,0.26245108973042947,-0.1025873601898402,4.918032786885246
GJ 1132 b,1.83704819,1.19151465,1.62892911,0.0157,0.1945,0.2211,3229.0,-0.17,1.83704819,0.2641205489985558,0.07609938648528307,0.21190218448915332,1.5417755795113388
WASP-76 b,284.13859586,20.78145022,1.80988198,0.033,1.458,1.756,6329.0,0.366,284.13859586,2.453530229958567,1.3176758512369025,0.25765025602616387,13.672702956338723
KELT-4 A b,286.68266,19.044091,2.9895932,0.04317,1.201,1.603,6206.0,-0.116,286.68266,2.457401425440179,1.2797602480336971,0.47561209701517104,15.053627920597522
TRAPPIST-1 b,1.374,1.116,1.510826,0.01154,0.0898,0.1192,2566.0,0.052,1.374,0.13798673272353165,0.04766419460155998,0.17921445004969522,1.2311827956989247
TRAPPIST-1 c,1.308,1.097,2.421937,0.0158,0.0898,0.1192,2566.0,0.052,1.308,0.11660774398824848,0.04020662757471112,0.3841628419828338,1.1923427529626254
TRAPPIST-1 d,0.388,0.788,4.049219,0.02227,0.0898,0.1192,2566.0,0.052,0.388,-0.41116827440579273,-0.10347378251044466,0.6073712660051357,0.49238578680203043
K2-34 b,539.67534,13.75,2.9956348,0.0442,1.16,1.42,6168.0,0.01,539.67534,2.732132573806171,1.1383026981662814,0.4764888671007989,39.24911563636363
WASP-121 b,371.85923619,19.52604438,1.27492504,0.02571,1.33,1.461,6628.0,0.17,371.85923619,2.570378572905754,1.2906142720674376,0.10548465091006662,19.04426871890578
HIP 41378 b,6.9,2.64,15.57209,0.1303,1.22,1.3,6290.0,-0.05,6.9,0.8388490907372553,0.42160392686983106,1.192346905089177,2.6136363636363638
HIP 41378 c,5.97,2.74,31.70591,0.2093,1.22,1.3,6290.0,-0.05,5.97,0.7759743311293691,0.437750562820388,1.501140222506642,2.178832116788321
HIP 41378 d,6.53,3.65,278.3618,1.17,1.22,1.3,6290.0,-0.05,6.53,0.814913181275074,0.5622928644564748,2.4446096361558554,1.789041095890411
HIP 41378 e,7.62,5.19,393.0,0.68,1.22,1.3,6290.0,-0.05,7.62,0.8819549713396005,0.7151673578484579,2.5943925503754266,1.468208092485549
HIP 41378 f,25.0,9.47,542.0797,1.394,1.22,1.3,6290.0,-0.05,25.0,1.3979400086720377,0.9763499790032735,2.734063143965604,2.6399155227032733
HD 3167 b,4.844,1.601,0.95965451,0.01814,0.864,0.871,5338.0,0.037,4.844,0.6852041344710147,0.20439133191929973,-0.01788509134212752,3.025608994378514
HD 3167 c,11.41,2.983,29.846511,0.1794,0.864,0.871,5338.0,0.037,11.41,1.0572856444182146,0.4746532533620627,1.474893570238955,3.825008380824673
HAT-P-65 b,176.07693748,18.05766791,2.60544751,0.04042,1.297,1.666,5872.0,0.208,176.07693748,2.2457024758929554,1.2566616618569821,0.4158823281851895,9.75081269395213
WASP-131 b,86.76715511,13.74221034,5.3220125,0.0608,1.06,1.561,5990.0,-0.2,86.76715511,1.9383553581953434,1.1380565916217298,0.7260758902594603,6.313915517465439
WASP-139 b,37.18611,8.9672,5.924262,0.062,0.92,0.8,5310.0,0.2,37.18611,1.5703807496443989,0.952656856156595,0.7726342569116543,4.146903158176465
WASP-127 b,52.346601,14.694999,4.17806203,0.0484,0.95,1.333,5620.0,-0.193,52.346601,1.7188884870679917,1.1671695608547357,0.6209748834869737,3.562205142035056
TRAPPIST-1 e,0.692,0.92,6.101013,0.02925,0.0898,0.1192,2566.0,0.052,0.692,-0.15989390554324223,-0.036212172654444715,0.7854019503853148,0.7521739130434781
TRAPPIST-1 f,1.039,1.045,9.20754,0.03849,0.0898,0.1192,2566.0,0.052,1.039,0.016615547557177382,0.01911629044707278,0.9641436142216605,0.9942583732057416
TRAPPIST-1 g,1.321,1.129,12.352446,0.04683,0.0898,0.1192,2566.0,0.052,1.321,0.12090281761452719,0.05269394192496786,1.0917529640021923,1.1700620017714791
TRAPPIST-1 h,0.326,0.755,18.772866,0.06189,0.0898,0.1192,2566.0,0.052,0.326,-0.48678239993206096,-0.12205304837081175,1.2735305801849486,0.4317880794701987
HD 106315 b,12.6,2.44,9.55237,0.0907,1.091,1.296,6327.0,-0.311,12.6,1.100370545117563,0.3873898263387294,0.9801111360053748,5.163934426229508
HD 106315 c,15.2,4.35,21.05704,0.1536,1.091,1.296,6327.0,-0.311,15.2,1.1818435879447726,0.6384892569546373,1.3233973221194226,3.4942528735632186
LHS 1140 b,5.6,1.73,24.73723,0.0946,0.1844,0.2159,3096.0,-0.15,5.6,0.7481880270062004,0.2380461031287954,1.3933510670365834,3.236994219653179
KELT-11 b,65.15482343,15.13212395,4.73620865,0.0623,1.44,2.69,5375.0,0.17,65.15482343,1.813946572182019,1.1798998900209552,0.6754308266429928,4.305728901328488
KELT-9 b,915.34581216,21.70058664,1.4811235,0.03368,2.32,2.418,9270.0,0.07,915.34581216,2.9615851989188235,1.3364714744508857,0.17059127265512028,42.180694344583856
HD 3167 d,7.3,2.61,8.3967,0.077,0.864,0.871,5338.0,0.037,7.3,0.8633228601204559,0.41664050733828095,0.9241086368499863,2.796934865900383
WASP-107 b,33.02237149,10.48039695,5.7214875,0.055,0.683,0.657,4425.0,0.02,33.02237149,1.518808258752279,1.0203777320684915,0.7575089534534708,3.1508703007666137
GJ 9827 b,4.28,1.44,1.208974,0.0189,0.62,0.58,4236.0,-0.29,4.28,0.631443769013172,0.15836249209524964,0.08241696109406643,2.9722222222222223
GJ 9827 c,1.86,1.13,3.648103,0.0395,0.62,0.58,4236.0,-0.29,1.86,0.26951294421791633,0.05307844348341968,0.5620670916355855,1.6460176991150446
GJ 9827 d,3.02,1.98,6.20183,0.053,0.62,0.58,4236.0,-0.29,3.02,0.48000694295715063,0.2966651902615311,0.7925198575037259,1.5252525252525253
KELT-20 b,1074.90106,19.514869,3.4741085,0.0542,1.76,1.565,8720.0,-0.29,1074.90106,3.0313684911599603,1.2903656402819828,0.5408433777885296,55.08113121333276
K2-18 c,7.51,2.65,8.962,0.06,0.359,0.411,3457.0,0.09,7.51,0.8756399370041684,0.42324587393680785,0.9524049395770244,2.8339622641509434
K2-141 b,4.97,1.51,0.2803244,0.00747,0.708,0.681,4570.0,0.0,4.97,0.696356388733332,0.17897694729316943,-0.5523390987286104,3.291390728476821
K2-141 c,8.0,7.0,7.7485,0.0683,0.708,0.681,4570.0,0.0,8.0,0.9030899869919435,0.8450980400142568,0.8892176373742151,1.1428571428571428
K2-232 b,126.49634,11.209,11.168454,0.10356,1.188,1.161,6154.0,0.1,126.49634,2.102077959971925,1.0495668691646514,1.047993059799791,11.285247568917834
GJ 1132 c,2.91,1.52,8.929,0.0476,0.198,0.226,3090.0,-0.18,2.91,0.4638929889859073,0.18184358794477254,0.9508028229646586,1.9144736842105263
HAT-P-11 c,851.78013076,13.2,3361.0,4.1,0.811,0.683,4653.0,0.31,851.78013076,2.9303275051883815,1.1205739312058498,3.5264685124694775,64.52879778484849
NGTS-2 b,235.1942,17.878355,4.511164,0.063,1.64,1.702,6478.0,-0.06,235.1942,2.3714266076292136,1.2523275565578513,0.6542886158364299,13.155248343597608
WASP-164 b,676.9779,12.643752,1.7771255,0.02818,0.946,0.932,5806.0,-0.01,676.9779,2.830574491336975,1.1018759688119748,0.24971809861729252,53.54248485734298
LHS 1140 c,1.91,1.272,3.77794,0.027,0.1844,0.2159,3096.0,-0.15,1.91,0.28103336724772754,0.10448711131239508,0.5772550563185218,1.501572327044025
K2-287 b,100.11645,9.494023,14.893291,0.1206,1.056,1.07,5695.0,0.2,100.11645,2.000505441687838,0.9774502794953583,1.1729906752682782,10.545208285254839
LHS 3844 b,2.37,1.286,0.462929709,0.00624,0.151,0.189,3080.0,0.22,2.37,0.37474834601010387,0.10924096858820327,-0.33448494701857245,1.8429237947122863
HD 15337 b,6.519,1.77,4.7559804,0.05245,0.829,0.855,5131.0,0.03,6.519,0.814180981040187,0.24797326636180664,0.677240056167557,3.6830508474576273
HD 15337 c,6.792,2.526,17.180546,0.1235,0.829,0.855,5131.0,0.03,6.792,0.8319976772358962,0.4024333462193119,1.2350369616500052,2.688836104513064
L 98-59 b,0.46,0.837,2.253114,0.0223,0.2923,0.3155,3415.0,-0.46,0.46,-0.3372421683184259,-0.07727454200674003,0.3527831661217034,0.5495818399044206
L 98-59 c,2.0,1.329,3.6906764,0.0309,0.2923,0.3155,3415.0,-0.46,2.0,0.3010299956639812,0.12352498094273198,0.5671059677490669,1.5048908954100828
L 98-59 d,1.64,1.627,7.450729,0.0494,0.2923,0.3155,3415.0,-0.46,1.64,0.21484384804769785,0.2113875529368588,0.8721987674044348,1.0079901659496004
V1298 Tau b,13.1,9.41,24.140006,0.1685,1.1,1.32,4970.0,0.1,13.1,1.1172712956557642,0.973589623427257,1.3827373737052644,1.392136025504782
WASP-166 b,32.10083,7.06167,5.44354,0.0641,1.19,1.22,6050.0,0.19,32.10083,1.5065162616808798,0.8489074186182332,0.7358814185330725,4.545784495735428
TOI-270 b,1.48,1.28,3.35992,0.03197,0.386,0.38,3506.0,-0.17,1.48,0.17026171539495738,0.10720996964786837,0.5263289369219355,1.15625
TOI-270 c,6.2,2.33,5.66051,0.04526,0.386,0.38,3506.0,-0.17,6.2,0.7923916894982539,0.367355921026019,0.7528555619669944,2.6609442060085837
TOI-270 d,4.2,2.0,11.38194,0.0721,0.386,0.38,3506.0,-0.17,4.2,0.6232492903979004,0.3010299956639812,1.0562162918910378,2.1
GJ 357 b,1.83,1.2,3.9306,0.036,0.342,0.337,3505.0,-0.12,1.83,0.26245108973042947,0.07918124604762482,0.5944588498155834,1.5250000000000001
GJ 357 c,3.4,1.66,9.1247,0.061,0.342,0.337,3505.0,-0.12,3.4,0.5314789170422551,0.22010808804005508,0.96021859471905,2.0481927710843375
GJ 357 d,6.1,2.34,55.661,0.204,0.342,0.337,3505.0,-0.12,6.1,0.785329835010767,0.3692158574101428,1.7455510045596596,2.606837606837607
LTT 1445 A b,2.73,1.34,5.3587635,0.0381,0.257,0.271,3562.0,-0.34,2.73,0.436162647040756,0.12710479836480765,0.7290645906111772,2.0373134328358207
WASP-178 b,527.5978,20.28829,3.3448285,0.0558,2.07,1.67,9360.0,0.21,527.5978,2.7223029759382924,1.307245444033836,0.5243738550147341,26.00504034593354
V1298 Tau c,4.7,5.08,8.249164,0.0824,1.1,1.32,4970.0,0.1,4.7,0.6720978579357175,0.7058637122839193,0.9164099378125106,0.9251968503937008
V1298 Tau d,6.0,6.53,12.401394,0.1081,1.1,1.32,4970.0,0.1,6.0,0.7781512503836436,0.814913181275074,1.0934705055235754,0.9188361408882082
V1298 Tau e,15.3,10.17,48.677714,0.2689,1.1,1.32,4970.0,0.1,15.3,1.1846914308175989,1.0073209529227445,1.6873301747244795,1.504424778761062
LP 791-18 b,1.94,1.212,0.9479981,0.00978,0.139,0.182,2960.0,-0.09,1.94,0.287801729930226,0.0835026198302674,-0.023192533084235998,1.6006600660066006
LP 791-18 c,7.16,2.488,4.98991,0.02961,0.139,0.182,2960.0,-0.09,7.16,0.8549130223078556,0.3958503760187811,0.6980927125861436,2.877813504823151
TOI-125 b,9.5,2.726,4.65382,0.05186,0.859,0.848,5320.0,-0.02,9.5,0.9777236052888477,0.43552585149865475,0.6678095816755699,3.4849596478356566
TOI-125 c,6.63,2.759,9.15059,0.0814,0.859,0.848,5320.0,-0.02,6.63,0.8215135284047731,0.44075170047918544,0.96144909685154,2.403044581370062
L 168-9 b,4.07,1.63,1.40152604,0.0208,0.614,0.604,3842.0,-0.03,4.07,0.60959440922522,0.21218760440395779,0.14660117125310027,2.4969325153374236
TOI-125 d,13.6,2.93,19.98,0.137,0.859,0.848,5320.0,-0.02,13.6,1.1335389083702174,0.4668676203541095,1.3005954838899636,4.6416382252559725
HATS-48 A b,77.23269,8.9672,3.1316666,0.03769,0.7279,0.7152,4546.0,0.186,77.23269,1.8878011614965495,0.952656856156595,0.4957755204716561,8.61279886698189
HATS-72 b,39.855882,8.0973816,7.3279474,0.066517,0.7311,0.7214,4656.1,0.099,39.855882,1.600492424392935,0.9083446064701008,0.8649823433055726,4.922070364079174
NGTS-10 b,687.14846,13.89913607,0.7668944,0.0143,0.696,0.7,4567.0,-0.02,687.14846,2.837050577515529,1.1429878066071755,-0.1152644335147316,49.438213752230716
TOI-1130 b,19.8,3.66,4.074554,0.0453,0.745,0.697,4360.0,0.11,19.8,1.2966651902615312,0.5634810853944107,0.6100800778761251,5.409836065573771
TOI-1130 c,336.0,13.0,8.3501898,0.0731,0.745,0.697,4360.0,0.11,336.0,2.526339277389844,1.1139433523068367,0.9216963471190334,25.846153846153847
TOI-677 b,392.20025424,13.11450742,11.2365985,0.1041,1.181,1.28,6295.0,0.0,392.20025424,2.59350787085903,1.1177519831617253,1.0506348631679383,29.905831891320855
LTT 3780 b,2.46,1.325,0.76837931,0.01195,0.381,0.38,3358.0,0.06,2.46,0.39093510710337914,0.12221587827282664,-0.11442433781581714,1.8566037735849057
LTT 3780 c,8.04,2.39,12.252284,0.0757,0.381,0.38,3358.0,0.06,8.04,0.9052560487484512,0.3783979009481377,1.0882170549157448,3.3640167364016733
